filename,label,ракурс,ракурс_сторона,видимый_глаз,yaw,pitch,roll,aperture_shrinkage,eyelid_thickness,lid_smoothness,eyelid_edge_sharpness,eye_symmetry_anomaly,sclera_iris_boundary,pupil_apparent_size,orbit_area_ratio,periocular_lbp_entropy,eyelid_sss,iris_visible_ratio,iris_center_offset,sclera_asymmetry,landmark_discrepancy,specular_brdf,eye_contour_divergence,subsurface_violation,ear_texture_cliff,skin_tone_mismatch,combined_mean,combined_median,combined_max,eye_mean,cross_mean,zero_count,saturated_count,high_anomaly,metrics_active,natural_flag
2000_05_08(6).jpg,real,frontal,C,both,0.0,0.0,0.0,0.897935,0.75,0.0,1.0,1.0,0.239583,0.414373,0.0,0.994303,0.173523,0.0,0.48507,0.045823,0.860412,0.343812,0.51979,0.11014,0.500148,0.762437,0.478808,0.48507,1.0,0.461585,0.516123,3,3,7,16,UNNATURAL
2000_05_09 (2).jpg,real,frontal,C,both,0.0,0.0,0.0,0.842598,0.45,0.0,1.0,0.890036,1.0,0.0,0.0,0.994874,1.0,0.0,0.581812,0.107992,0.776452,0.0,0.425319,0.569134,0.342545,0.0,0.472672,0.45,1.0,0.528255,0.352242,6,4,7,13,UNNATURAL
2000_05_09 (3).jpg,real,light,L,both,-23.066429,-0.031804,-1.573169,0.917886,0.4,0.0,0.595416,0.0,1.0,1.0,0.140974,0.0,0.910645,1.0,1.0,1.0,0.97499,0.0,0.301461,0.412535,0.816244,0.096293,0.556129,0.595416,1.0,0.612686,0.433587,4,5,9,15,UNNATURAL
2000_05_09.jpg,real,light,R,both,13.254173,-14.207172,-2.21764,0.995492,0.45,0.0,0.738892,1.0,1.0,1.0,0.135643,0.0,0.790673,0.0,1.0,1.0,0.523132,0.198444,0.641525,0.429484,0.338143,0.224829,0.550856,0.523132,1.0,0.6239,0.392593,3,6,8,16,UNNATURAL
2000_05_12.jpg,real,light,R,both,15.946186,-14.364878,-1.782417,1.0,0.35,0.0,0.780593,0.034694,0.0,1.0,0.213488,0.0,0.0,0.889801,0.0,1.0,0.923062,0.342967,1.0,0.333333,0.730649,0.766738,0.492912,0.35,1.0,0.405275,0.682791,5,4,9,14,UNNATURAL
2000_05_18.jpg,real,profile_skipped,,both,-65.795326,6.088916,3.688405,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_06_12.jpg,real,profile_skipped,,both,-66.643143,-9.171922,5.519993,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_06_14.jpg,real,frontal,C,both,0.0,0.0,0.0,0.850081,0.45,0.0,0.459161,1.0,1.0,0.395525,0.0,0.020284,0.719186,0.0,0.617667,1.0,0.437252,0.593362,0.486615,0.480489,0.263634,0.825949,0.505221,0.480489,1.0,0.500916,0.51455,3,3,6,16,UNNATURAL
2000_07_04.jpg,real,mid,R,both,28.086908,-21.452955,-0.64367,0.875545,0.8,0.498196,0.866597,1.0,0.0,0.383277,0.0,0.0,0.0,0.0,0.696693,0.910926,0.621189,0.289378,0.465163,0.264164,0.799668,0.0,0.445831,0.465163,1.0,0.463941,0.406594,6,1,6,13,UNNATURAL
2000_07_08.jpg,real,frontal,C,both,2.239749,-9.022873,-0.000632,0.84561,0.55,0.0,0.882549,1.0,0.0,0.375292,0.0,0.0,0.0,0.0,0.189859,1.0,0.804888,0.185297,0.643459,0.049533,0.771711,0.797062,0.426066,0.375292,1.0,0.372562,0.541992,6,2,7,13,UNNATURAL
2000_07_23.jpg,real,frontal,C,both,0.0,0.0,0.0,0.988984,0.8,0.519562,0.297446,1.0,1.0,0.355343,0.0,1.0,1.0,0.0,0.999716,0.661755,0.783571,0.999972,0.487806,0.106303,0.91698,0.565616,0.657003,0.783571,1.0,0.663293,0.643375,2,6,10,17,UNNATURAL
2000_08_23.jpg,real,light,R,both,17.445328,-23.845367,-4.969418,0.838826,0.7,0.243739,0.767468,0.732721,1.0,0.396871,0.0,0.0,0.0,0.0,0.230902,1.0,0.945803,0.985682,0.665622,0.333333,0.401527,0.0,0.486447,0.401527,1.0,0.454656,0.555328,5,2,7,14,UNNATURAL
2000_09_06.jpg,real,frontal,C,both,2.39953,-19.437571,0.047012,0.763176,0.75,1.0,1.0,0.730865,1.0,0.722566,0.0,1.0,0.0,0.446354,0.0,1.0,0.559695,0.294783,1.0,0.333333,0.471438,0.804986,0.625116,0.730865,1.0,0.647151,0.577372,3,6,11,16,UNNATURAL
2000_09_29.jpg,real,light,R,both,10.174713,-13.398414,7.399819,0.638533,0.65,0.0,0.498329,1.0,0.0,0.0,0.0,0.550822,0.0,0.0,0.09537,0.480848,0.760567,0.26933,0.655578,0.333333,0.546595,0.105635,0.346576,0.333333,1.0,0.301069,0.445173,6,1,2,13,NATURAL
2000_10_26.jpg,real,light,R,both,10.720285,-15.371573,-4.526298,0.834095,0.7,0.0,0.640607,1.0,0.0,0.193645,0.0,0.067577,0.0,0.0,0.0,0.0,0.758921,0.386796,0.853035,0.333333,0.234164,0.0,0.315904,0.193645,1.0,0.264302,0.427708,8,1,4,11,UNNATURAL
2000_11_14.jpg,real,profile_skipped,,both,-76.089607,-6.749997,7.825725,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_11_20 (3).jpg,real,profile_skipped,,both,70.377228,-25.326868,-31.597021,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_11_20.jpg,real,deep,R,both,45.792007,-13.273921,-11.527957,0.651665,0.65,0.476101,0.880404,0.0,1.0,0.242163,0.27717,1.0,0.238434,0.0,0.096209,1.0,0.633565,0.222136,0.212891,0.390977,0.0,0.413553,0.44133,0.390977,1.0,0.500934,0.312187,3,3,4,16,UNNATURAL
2000_11_22.jpg,real,profile_skipped,,both,70.756073,-22.521381,-12.351737,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_11_24.jpg,real,profile_skipped,,both,73.153252,-34.620621,-33.34446,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_11_28.jpg,real,profile_skipped,,both,73.812378,-32.434376,-28.165091,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_12_05.jpg,real,profile_skipped,,both,-67.415627,-10.674479,10.230163,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2000_12_26.jpg,real,deep,L,both,-63.338505,-19.45557,9.754108,0.620145,0.25,0.086193,1.0,0.0,1.0,1.0,0.802099,0.078844,0.0,0.0,0.0,1.0,0.04425,0.9996,0.0,0.072056,0.998302,0.0,0.418499,0.086193,1.0,0.449022,0.352368,6,6,7,13,UNNATURAL
2001_01_05.jpg,real,profile_skipped,,both,-81.389893,-23.703575,26.39451,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2001_01_16.jpg,real,profile_skipped,,both,-67.758812,-29.247322,30.332973,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2001_01_17.jpg,real,light,L,both,-20.87715,-8.239056,2.929427,0.801636,0.4,0.256541,0.564784,0.667689,1.0,0.438962,0.0,0.0,0.0,0.361074,0.0,0.379759,0.970338,0.618709,0.81843,0.237233,0.940334,0.802661,0.487271,0.438962,1.0,0.37465,0.731284,4,1,6,15,UNNATURAL
2001_01_29.jpg,real,deep,R,both,46.411556,-12.490518,-6.10915,0.659343,0.7,0.0,1.0,0.0,0.0,0.202745,0.348158,0.0,0.0,0.0,0.19708,1.0,0.629117,0.33226,0.112034,0.333333,0.0,0.411014,0.311847,0.202745,1.0,0.315948,0.30296,7,2,2,12,NATURAL
2001_01_30.jpg,real,profile_skipped,,both,67.026871,-32.181618,-22.155193,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
2001_02_15.jpg,real,frontal,C,both,-2.812743,-17.639774,-2.926657,0.781862,0.35,0.181333,0.721042,0.909767,0.197917,0.148708,0.0,0.0,0.0,0.135359,0.0,1.0,0.848092,0.435848,1.0,0.309306,0.352159,0.624657,0.420845,0.35,1.0,0.340461,0.59501,4,2,6,15,UNNATURAL
2001_02_22.jpg,real,deep,R,both,56.687824,-34.200748,-17.680498,0.305458,1.0,0.0,1.0,1.0,0.0,0.0,0.761891,0.0,1.0,0.0,0.0,0.0,1.0,0.383425,1.0,0.0,0.0,1.0,0.444778,0.305458,1.0,0.389796,0.563904,9,7,8,10,UNNATURAL
2001_02_27 (3).jpg,real,light,L,both,-8.881267,-7.59783,1.196821,0.76386,0.6,0.613005,0.698512,1.0,0.0,0.224535,0.0,0.610545,0.0,0.0,0.397846,0.0,0.771445,0.327164,0.531131,0.273019,0.907953,0.591885,0.437416,0.531131,1.0,0.377562,0.567099,5,1,4,14,UNNATURAL
2001_02_27.jpg,real,frontal,C,both,-2.706545,-9.231058,-0.707337,0.789883,0.75,0.767031,0.454103,1.0,0.229167,0.200594,0.0,0.574451,0.0,0.0,0.400318,0.0,0.816544,0.430213,0.616033,0.324117,0.678329,0.774062,0.463413,0.454103,1.0,0.39735,0.60655,4,1,6,15,UNNATURAL
2001_03_23.jpg,real,frontal,C,both,0.0,0.0,0.0,0.770357,0.85,0.903057,0.553516,0.952066,1.0,0.0,0.0,0.539274,0.538387,0.0,0.0,0.521446,0.993329,0.296996,1.0,0.091556,0.788647,0.273093,0.530091,0.539274,1.0,0.509854,0.573937,4,3,8,15,UNNATURAL
2001_03_29.jpg,real,frontal,C,both,-1.908574,-4.660261,-0.173598,0.831123,0.7,0.0,0.473609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652431,0.0,0.793513,0.462725,0.569001,0.282428,0.0,0.858246,0.348583,0.282428,1.0,0.28132,0.494319,9,1,4,10,UNNATURAL
2001_04_10 (3).jpg,real,frontal,C,both,1.112068,-22.733068,-0.681675,0.688298,0.6,0.0,0.855845,1.0,1.0,0.948336,0.0,0.9129,0.309631,0.06844,0.043731,0.606621,0.96253,0.364485,0.619933,0.327381,0.0,0.0,0.489902,0.6,1.0,0.541062,0.379055,4,2,6,15,UNNATURAL
2001_04_10.jpg,real,light,R,both,8.986268,-13.102502,-4.445718,0.780891,0.55,0.599192,1.0,1.0,0.260417,0.363872,0.0,0.900288,0.0,0.0,0.345544,0.0,0.930937,0.223587,0.703744,0.300464,0.0,0.65222,0.453219,0.363872,1.0,0.44617,0.468492,5,2,6,14,UNNATURAL
2001_04_27.jpg,real,profile_skipped,,both,66.310257,-8.078839,-2.462624,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,UNKNOWN
