filename,label,ракурс,ракурс_сторона,видимый_глаз,yaw,pitch,roll,aperture_shrinkage,iris_aperture_ratio,eyelid_thickness,lid_smoothness,periocular_discontinuity,eyelid_edge_sharpness,eye_depth_anomaly,eye_symmetry_anomaly,sclera_iris_boundary,pupil_apparent_size,orbit_area_ratio,periocular_lbp_entropy,eyelid_sss,iris_visible_ratio,iris_center_offset,sclera_asymmetry,iris_lid_curvature,landmark_discrepancy,specular_brdf,eye_contour_divergence,subsurface_violation,nasolabial_suppression,ear_texture_cliff,mesh_curvature_anomaly,skin_tone_mismatch,combined_mean,combined_max,eye_mean,cross_mean
1998_01_01.jpg,real,light,R,both,15.451873,-18.245218,0.69566,0.711628,1.0,0.35,0.337205,0.183838,0.634112,0.162622,0.0,0.364583,0.109035,0.0,0.296068,0.256074,0.0,0.589795,0.0,1.0,0.30564,0.995191,0.612669,0.333333,0.0,0.0,0.643016,0.415754,0.372023,1.0,0.352645,0.4132
1999_01_11.jpg,real,deep,R,both,45.084068,-20.292801,-13.627562,0.675579,0.494278,0.55,0.0,0.164298,1.0,0.878038,1.0,0.0,0.0,0.059185,0.0,1.0,0.0,0.350794,1.0,1.0,0.0,0.627928,0.784998,0.198781,0.0,0.0,0.666266,1.0,0.458006,1.0,0.480716,0.409747
1999_07_01.jpg,real,frontal,C,both,0.0,0.0,0.0,0.872642,1.0,0.65,0.0,0.0,0.520769,0.154447,0.0,0.229167,0.227675,0.0,0.0,1.0,0.0,0.410667,0.0,1.0,0.222429,0.618731,0.573079,0.200822,0.5315,0.302592,0.546322,0.803945,0.394591,1.0,0.356786,0.474928
1999_08_12 (2).jpg,real,frontal,C,both,0.0,0.0,0.0,0.873682,1.0,0.55,0.0,0.0,0.553303,0.326034,0.142553,0.0,0.576307,0.0,0.0,1.0,0.18153,0.370409,1.0,1.0,0.225542,0.423319,0.43375,0.093892,1.0,0.861052,0.641769,0.149124,0.456091,1.0,0.445519,0.478556
1999_08_12.jpg,real,frontal,C,both,0.0,0.0,0.0,0.88743,1.0,0.5,0.0,0.0,0.726826,0.122783,0.0,0.0,0.084388,0.0,0.0,1.0,0.0,0.914812,0.0,1.0,0.436922,0.464198,0.74585,0.351657,1.0,0.0,0.608347,1.0,0.433729,1.0,0.366838,0.575872
1999_08_16(2).jpg,real,frontal,C,both,0.0,0.0,0.0,0.670261,1.0,0.7,0.0,0.017263,1.0,1.0,0.461856,0.0,0.301026,0.0,0.215061,1.0,0.0,0.268285,1.0,1.0,0.257919,0.32183,0.740776,0.080286,0.0,0.474254,0.624218,0.290596,0.456945,1.0,0.507868,0.348735
1999_08_16.jpg,real,mid,L,both,-44.842579,-28.458876,24.860031,0.686201,1.0,0.5,0.0,0.00741,0.59111,0.0,1.0,1.0,1.0,0.175765,0.490194,0.464773,0.631496,0.0,1.0,1.0,0.88346,0.887162,0.728049,0.495316,0.0,0.0,0.701573,1.0,0.5697,1.0,0.561585,0.586945
1999_09_01(2).jpg,real,light,L,both,-22.618885,-15.111088,7.471615,0.738855,1.0,0.2,0.149789,0.0,0.936075,0.217748,0.0,0.0,0.623519,0.0,0.0,1.0,0.0,0.008868,0.244445,1.0,0.166289,0.74356,0.488639,0.201281,0.4145,0.0,0.590784,0.524505,0.369954,1.0,0.359959,0.391195
