family,group,module,metric_name,zone,side,views,source_spaces,scope,status,catalog_role,function_template,notes
F_nose,nose,nose_bridge.py,nose_bridge_tip_regional_p95_vertex_distance,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,nose_bridge_tip_regional_signed_normal_displacement_mean,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,nose_bridge_tip_regional_signed_normal_displacement_median,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,nose_bridge_tip_regional_signed_normal_displacement_p95,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,nose_bridge_tip_stable_anchor_unstable_residual,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,nose_bridge_tip_surface_area_ratio,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,nose_bridge_tip_tps_bending_energy_proxy,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,nose_bridge_torsion_proxy,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,nose_projection_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,nose_width_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_arap_deformation_energy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_bbox_area_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_bbox_volume_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_convexity_index,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_depth_curvature_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_area_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_aspect_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_eccentricity,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_major_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_minor_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_ellipse_roundness,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_L_icp_refined_residual,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_laplacian_curvature_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_normal_gradient_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_normal_variance,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_orbital_bowl_depth_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_orbital_bowl_volume_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_regional_mean_vertex_distance,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_regional_median_vertex_distance,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_regional_p95_vertex_distance,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_L_regional_signed_normal_displacement_mean,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_L_regional_signed_normal_displacement_median,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_L_regional_signed_normal_displacement_p95,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_rim_flatness_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_L_stable_anchor_unstable_residual,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_superellipse_exponent_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_superellipse_fit_error,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_superellipse_fit_exponent,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_surface_area_ratio,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_L_tps_bending_energy_proxy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_arap_deformation_energy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_bbox_area_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_bbox_volume_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_convexity_index,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_depth_curvature_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_area_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_aspect_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_eccentricity,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_major_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_minor_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_ellipse_roundness,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_R_icp_refined_residual,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_laplacian_curvature_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_normal_gradient_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_normal_variance,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_orbital_bowl_depth_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_orbital_bowl_volume_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_regional_mean_vertex_distance,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_regional_median_vertex_distance,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_regional_p95_vertex_distance,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_R_regional_signed_normal_displacement_mean,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_R_regional_signed_normal_displacement_median,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_R_regional_signed_normal_displacement_p95,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_rim_flatness_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,orbit_R_stable_anchor_unstable_residual,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_superellipse_exponent_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_superellipse_fit_error,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_superellipse_fit_exponent,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_surface_area_ratio,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_R_tps_bending_energy_proxy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_centroid_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_depth_L_ratio,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_depth_R_ratio,face,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_depth_asymmetry_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_fossa_spread_L,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_fossa_spread_R,face,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_level_section_area_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_level_section_asymmetry_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_level_section_curve_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_level_section_depth_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_level_section_width_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_skull_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_vertical_asymmetry_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_vertical_signed_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_width_L_ratio,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbit_width_R_ratio,face,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbital_asymmetry_index,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbital_bridge_triangle_apex_angle_deg,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,orbital_bridge_triangle_area_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_periocular,periocular,periocular_lid.py,orbital_perimeter_symmetry,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_bending_energy,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_edge_strain_energy,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_local_icp_residual,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_mean_vertex_distance,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_median_vertex_distance,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_p95_vertex_distance,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_residual_tail_p90_minus_p50,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_signed_normal_mean,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_signed_normal_median,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_L_signed_normal_p95,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_bending_energy,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_edge_strain_energy,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_local_icp_residual,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_mean_vertex_distance,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_median_vertex_distance,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_p95_vertex_distance,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_residual_tail_p90_minus_p50,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_signed_normal_mean,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_signed_normal_median,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_brow_ridge_R_signed_normal_p95,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_bending_energy,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_edge_strain_energy,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_local_icp_residual,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_mean_vertex_distance,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_median_vertex_distance,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_p95_vertex_distance,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_residual_tail_p90_minus_p50,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_signed_normal_mean,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_signed_normal_median,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_L_signed_normal_p95,cheek_soft_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_R_bending_energy,cheek_soft_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_cheek_soft_R_edge_strain_energy,cheek_soft_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
