family,group,module,metric_name,zone,side,views,source_spaces,scope,status,catalog_role,function_template,notes
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_temporal_R_p95_vertex_distance,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_temporal_R_residual_tail_p90_minus_p50,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_temporal_R_signed_normal_mean,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_temporal_R_signed_normal_median,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_pair_zone,pair_zone_residuals,pair_zone_residuals.py,pair_zone_temporal_R_signed_normal_p95,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,palpebral_aperture_width_ratio_L,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,catalog,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,palpebral_fissure_asymmetry_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,palpebral_fissure_length_L_ratio,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,palpebral_fissure_length_R_ratio,face,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,radix_depth_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F1,distances,distances.py,radix_width_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_mandible,mandible,mandible.py,ramus_height_L_ratio,face,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_mandible,mandible,mandible.py,ramus_height_R_ratio,face,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_mandible,mandible,mandible.py,real_midline_section_chin_projection_ratio,chin,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,real_midline_section_concavity_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F7,area_volume,area_volume_convexity.py,real_midline_section_convexity_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,real_midline_section_curve_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,real_midline_section_depth_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F2,angles,angles.py,real_midline_section_facial_convexity_angle,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,real_midline_section_forehead_slope,forehead,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,real_midline_section_mentolabial_depth_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,real_midline_section_nasal_dorsum_slope,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,real_midline_section_residual_p95_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,reliability_weight,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,right_apex_displacement,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_canthus_z_delta,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,right_cheek_slope,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,right_cheek_z_var,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_cliff_gradient,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_eyebrow,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_fissure_ratio,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F2,angles,angles.py,right_lateral_canthus_angle,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_lower_flatness,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,right_lower_lid_residual,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F2,angles,angles.py,right_medial_canthus_angle,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_opening_balance,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,right_spherical_variance,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F9,dense_residuals,dense_residuals.py,right_upper_lid_residual,face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,pair,active,both,,restored_from_stability_and_identity_config
F7,area_volume,area_volume_convexity.py,roi_brow_ridge_L_bbox_area_fraction,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_gray_entropy,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_micro_contrast,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_poly_area_fraction,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_poly_gray_entropy,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_poly_micro_contrast,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_poly_rgb_mean,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_poly_rgb_std,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_rgb_mean,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_L_rgb_std,brow_ridge_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F7,area_volume,area_volume_convexity.py,roi_brow_ridge_R_bbox_area_fraction,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_gray_entropy,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_micro_contrast,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_poly_area_fraction,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_poly_gray_entropy,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_poly_micro_contrast,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_poly_rgb_mean,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_poly_rgb_std,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_rgb_mean,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F0,existing,existing_backend.py,roi_brow_ridge_R_rgb_std,brow_ridge_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_bbox_area_fraction,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_gray_entropy,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_micro_contrast,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_poly_area_fraction,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_poly_gray_entropy,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_poly_micro_contrast,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_poly_rgb_mean,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_poly_rgb_std,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_rgb_mean,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_L_rgb_std,cheekbone_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_bbox_area_fraction,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_gray_entropy,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_micro_contrast,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_poly_area_fraction,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_poly_gray_entropy,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_poly_micro_contrast,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_poly_rgb_mean,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_poly_rgb_std,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_rgb_mean,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_cheekbone_R_rgb_std,cheekbone_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_bbox_area_fraction,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_gray_entropy,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_micro_contrast,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_poly_area_fraction,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_poly_gray_entropy,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_poly_micro_contrast,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_poly_rgb_mean,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_poly_rgb_std,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_rgb_mean,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_nose,nose,nose_bridge.py,roi_nose_bridge_tip_rgb_std,nose_bridge_tip,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_bbox_area_fraction,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_gray_entropy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_micro_contrast,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_poly_area_fraction,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_poly_gray_entropy,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_poly_micro_contrast,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_poly_rgb_mean,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_poly_rgb_std,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_rgb_mean,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_L_rgb_std,orbit_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_bbox_area_fraction,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_gray_entropy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_micro_contrast,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_poly_area_fraction,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_poly_gray_entropy,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_poly_micro_contrast,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_poly_rgb_mean,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_poly_rgb_std,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_rgb_mean,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_orbit,orbit,orbit_special.py,roi_orbit_R_rgb_std,orbit_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_bbox_area_fraction,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_gray_entropy,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_micro_contrast,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_poly_area_fraction,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_poly_gray_entropy,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_poly_micro_contrast,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_poly_rgb_mean,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_poly_rgb_std,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_rgb_mean,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_L_rgb_std,temporal_L,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_bbox_area_fraction,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_gray_entropy,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_micro_contrast,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_poly_area_fraction,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,active,both,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_poly_gray_entropy,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
F_zyg_temp,zyg_temp,zygomatic_temporal.py,roi_temporal_R_poly_micro_contrast,temporal_R,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket,single,pruned,discrimination,,restored_from_stability_and_identity_config
