2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | Log file: /Users/victorkhudyakov/deeputin/data/storage/main/deeputin_20260713_124508.log
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | ============================================================
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | DEEPUTIN Forensic Pipeline
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | ============================================================
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | Stages: S1: Extract + Metrics, S2: Identity
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | Main input: /Users/victorkhudyakov/deeputin/data/photo/all
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | Main output: /Users/victorkhudyakov/deeputin/data/storage/main
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | 
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | ── S1: Extract + Metrics ──
2026-07-13 12:45:08 | INFO       | deeputin.pipeline              | Processing main dataset (0 photos)...
